,fertilizer,n,p,k
2244,"Other phosphatic fertilizers, n.e.c.",44.0,44,44
2245,"Other phosphatic fertilizers, n.e.c.",45.0,45,45
2246,"Other phosphatic fertilizers, n.e.c.",46.0,46,46
2247,"Other phosphatic fertilizers, n.e.c.",47.0,47,47
2248,"Other phosphatic fertilizers, n.e.c.",48.0,48,48
2249,"Other phosphatic fertilizers, n.e.c.",49.0,49,49
2250,"Other phosphatic fertilizers, n.e.c.",50.0,50,50
2251,"Other phosphatic fertilizers, n.e.c.",51.0,51,51
2252,"Other phosphatic fertilizers, n.e.c.",52.0,52,52
2253,"Other phosphatic fertilizers, n.e.c.",53.0,53,53
2254,"Other phosphatic fertilizers, n.e.c.",54.0,54,54
2255,"Other phosphatic fertilizers, n.e.c.",55.0,55,55
2256,"Other phosphatic fertilizers, n.e.c.",56.0,56,56
2257,"Other phosphatic fertilizers, n.e.c.",57.0,57,57
2258,"Other phosphatic fertilizers, n.e.c.",58.0,58,58
2259,"Other phosphatic fertilizers, n.e.c.",59.0,59,59
2260,"Other phosphatic fertilizers, n.e.c.",60.0,60,60
2261,"Other phosphatic fertilizers, n.e.c.",61.0,61,61
2262,"Other phosphatic fertilizers, n.e.c.",62.0,62,62
2263,"Other phosphatic fertilizers, n.e.c.",63.0,63,63
2264,"Other phosphatic fertilizers, n.e.c.",64.0,64,64
2265,"Other phosphatic fertilizers, n.e.c.",65.0,65,65
2266,"Other phosphatic fertilizers, n.e.c.",66.0,66,66
2267,"Other phosphatic fertilizers, n.e.c.",67.0,67,67
2268,"Other phosphatic fertilizers, n.e.c.",68.0,68,68
2269,"Other phosphatic fertilizers, n.e.c.",69.0,69,69
2270,"Other phosphatic fertilizers, n.e.c.",70.0,70,70
2271,"Other phosphatic fertilizers, n.e.c.",71.0,71,71
2272,"Other phosphatic fertilizers, n.e.c.",72.0,72,72
2273,"Other phosphatic fertilizers, n.e.c.",73.0,73,73
2274,"Other phosphatic fertilizers, n.e.c.",74.0,74,74
2275,"Other phosphatic fertilizers, n.e.c.",75.0,75,75
2276,"Other phosphatic fertilizers, n.e.c.",76.0,76,76
2277,"Other phosphatic fertilizers, n.e.c.",77.0,77,77
2278,"Other phosphatic fertilizers, n.e.c.",78.0,78,78
2279,"Other phosphatic fertilizers, n.e.c.",79.0,79,79
2280,"Other phosphatic fertilizers, n.e.c.",80.0,80,80
2281,"Other phosphatic fertilizers, n.e.c.",81.0,81,81
2282,"Other phosphatic fertilizers, n.e.c.",82.0,82,82
2283,"Other phosphatic fertilizers, n.e.c.",83.0,83,83
2284,"Other phosphatic fertilizers, n.e.c.",84.0,84,84
2285,"Other phosphatic fertilizers, n.e.c.",85.0,85,85
2286,"Other phosphatic fertilizers, n.e.c.",86.0,86,86
2287,"Other phosphatic fertilizers, n.e.c.",87.0,87,87
2288,"Other phosphatic fertilizers, n.e.c.",88.0,88,88
2289,"Other phosphatic fertilizers, n.e.c.",89.0,89,89
2290,"Other phosphatic fertilizers, n.e.c.",90.0,90,90
2291,"Other phosphatic fertilizers, n.e.c.",91.0,91,91
2292,"Other phosphatic fertilizers, n.e.c.",92.0,92,92
2293,"Other phosphatic fertilizers, n.e.c.",93.0,93,93
2294,"Other phosphatic fertilizers, n.e.c.",94.0,94,94
2295,"Other phosphatic fertilizers, n.e.c.",95.0,95,95
2296,"Other phosphatic fertilizers, n.e.c.",96.0,96,96
2297,"Other phosphatic fertilizers, n.e.c.",97.0,97,97
2298,"Other phosphatic fertilizers, n.e.c.",98.0,98,98
2299,"Other phosphatic fertilizers, n.e.c.",99.0,99,99
2300,"Other phosphatic fertilizers, n.e.c.",100.0,100,100
2301,"Other phosphatic fertilizers, n.e.c.",101.0,101,101
2302,"Other phosphatic fertilizers, n.e.c.",102.0,102,102
2303,"Other phosphatic fertilizers, n.e.c.",103.0,103,103
2304,"Other phosphatic fertilizers, n.e.c.",104.0,104,104
2305,"Other phosphatic fertilizers, n.e.c.",105.0,105,105
2306,"Other phosphatic fertilizers, n.e.c.",106.0,106,106
2307,"Other phosphatic fertilizers, n.e.c.",107.0,107,107
2308,"Other phosphatic fertilizers, n.e.c.",108.0,108,108
2309,"Other phosphatic fertilizers, n.e.c.",109.0,109,109
2310,"Other phosphatic fertilizers, n.e.c.",110.0,110,110
2311,"Other phosphatic fertilizers, n.e.c.",111.0,111,111
2312,"Other phosphatic fertilizers, n.e.c.",112.0,112,112
2313,"Other phosphatic fertilizers, n.e.c.",113.0,113,113
2314,"Other phosphatic fertilizers, n.e.c.",114.0,114,114
2315,"Other phosphatic fertilizers, n.e.c.",115.0,115,115
2316,"Other phosphatic fertilizers, n.e.c.",116.0,116,116
2317,"Other phosphatic fertilizers, n.e.c.",117.0,117,117
2318,"Other phosphatic fertilizers, n.e.c.",118.0,118,118
2319,"Other phosphatic fertilizers, n.e.c.",119.0,119,119
2320,"Other phosphatic fertilizers, n.e.c.",120.0,120,120
2321,"Other phosphatic fertilizers, n.e.c.",121.0,121,121
2322,"Other phosphatic fertilizers, n.e.c.",122.0,122,122
2323,"Other phosphatic fertilizers, n.e.c.",123.0,123,123
2324,"Other phosphatic fertilizers, n.e.c.",124.0,124,124
2325,"Other phosphatic fertilizers, n.e.c.",125.0,125,125
2326,"Other phosphatic fertilizers, n.e.c.",126.0,126,126
2327,"Other phosphatic fertilizers, n.e.c.",127.0,127,127
2328,"Other phosphatic fertilizers, n.e.c.",128.0,128,128
2329,"Other phosphatic fertilizers, n.e.c.",129.0,129,129
2330,"Other phosphatic fertilizers, n.e.c.",130.0,130,130
2331,"Other phosphatic fertilizers, n.e.c.",131.0,131,131
2332,"Other phosphatic fertilizers, n.e.c.",132.0,132,132
2333,"Other phosphatic fertilizers, n.e.c.",133.0,133,133
2334,"Other phosphatic fertilizers, n.e.c.",134.0,134,134
2335,"Other phosphatic fertilizers, n.e.c.",135.0,135,135
2336,"Other phosphatic fertilizers, n.e.c.",136.0,136,136
2337,"Other phosphatic fertilizers, n.e.c.",137.0,137,137
2338,"Other phosphatic fertilizers, n.e.c.",138.0,138,138
2339,"Other phosphatic fertilizers, n.e.c.",139.0,139,139
2340,"Other phosphatic fertilizers, n.e.c.",140.0,140,140
2341,"Other phosphatic fertilizers, n.e.c.",141.0,141,141
2342,"Other phosphatic fertilizers, n.e.c.",142.0,142,142
2343,"Other phosphatic fertilizers, n.e.c.",143.0,143,143
2344,"Other phosphatic fertilizers, n.e.c.",144.0,144,144
2345,"Other phosphatic fertilizers, n.e.c.",145.0,145,145
2346,"Other phosphatic fertilizers, n.e.c.",146.0,146,146
2347,"Other phosphatic fertilizers, n.e.c.",147.0,147,147
2348,"Other phosphatic fertilizers, n.e.c.",148.0,148,148
2349,"Other phosphatic fertilizers, n.e.c.",149.0,149,149
2350,"Other phosphatic fertilizers, n.e.c.",150.0,150,150
2351,"Other phosphatic fertilizers, n.e.c.",151.0,151,151
2352,"Other phosphatic fertilizers, n.e.c.",152.0,152,152
2353,"Other phosphatic fertilizers, n.e.c.",153.0,153,153
2354,"Other phosphatic fertilizers, n.e.c.",154.0,154,154
2355,"Other phosphatic fertilizers, n.e.c.",155.0,155,155
2356,"Other phosphatic fertilizers, n.e.c.",156.0,156,156
2357,"Other phosphatic fertilizers, n.e.c.",157.0,157,157
2358,"Other phosphatic fertilizers, n.e.c.",158.0,158,158
2359,"Other phosphatic fertilizers, n.e.c.",159.0,159,159
2360,"Other phosphatic fertilizers, n.e.c.",160.0,160,160
2361,"Other phosphatic fertilizers, n.e.c.",161.0,161,161
2362,"Other phosphatic fertilizers, n.e.c.",162.0,162,162
2363,"Other phosphatic fertilizers, n.e.c.",163.0,163,163
2364,"Other phosphatic fertilizers, n.e.c.",164.0,164,164
2365,"Other phosphatic fertilizers, n.e.c.",165.0,165,165
2366,"Other phosphatic fertilizers, n.e.c.",166.0,166,166
2367,"Other phosphatic fertilizers, n.e.c.",167.0,167,167
2368,"Other phosphatic fertilizers, n.e.c.",168.0,168,168
2369,"Other phosphatic fertilizers, n.e.c.",169.0,169,169
2370,"Other phosphatic fertilizers, n.e.c.",170.0,170,170
2371,"Other phosphatic fertilizers, n.e.c.",171.0,171,171
2372,"Other phosphatic fertilizers, n.e.c.",172.0,172,172
2373,"Other phosphatic fertilizers, n.e.c.",173.0,173,173
2374,"Other phosphatic fertilizers, n.e.c.",174.0,174,174
2375,"Other phosphatic fertilizers, n.e.c.",175.0,175,175
2376,"Other phosphatic fertilizers, n.e.c.",176.0,176,176
2377,"Other phosphatic fertilizers, n.e.c.",177.0,177,177
2378,"Other phosphatic fertilizers, n.e.c.",178.0,178,178
2379,"Other phosphatic fertilizers, n.e.c.",179.0,179,179
2380,"Other phosphatic fertilizers, n.e.c.",180.0,180,180
2381,"Other phosphatic fertilizers, n.e.c.",181.0,181,181
2382,"Other phosphatic fertilizers, n.e.c.",182.0,182,182
2383,"Other phosphatic fertilizers, n.e.c.",183.0,183,183
2384,"Other phosphatic fertilizers, n.e.c.",184.0,184,184
2385,"Other phosphatic fertilizers, n.e.c.",185.0,185,185
2386,"Other phosphatic fertilizers, n.e.c.",186.0,186,186
2387,"Other phosphatic fertilizers, n.e.c.",187.0,187,187
2388,"Other phosphatic fertilizers, n.e.c.",188.0,188,188
2389,"Other phosphatic fertilizers, n.e.c.",189.0,189,189
2390,"Other phosphatic fertilizers, n.e.c.",190.0,190,190
2391,"Other phosphatic fertilizers, n.e.c.",191.0,191,191
2392,"Other phosphatic fertilizers, n.e.c.",192.0,192,192
2393,"Other phosphatic fertilizers, n.e.c.",193.0,193,193
2394,"Other phosphatic fertilizers, n.e.c.",194.0,194,194
2395,"Other phosphatic fertilizers, n.e.c.",195.0,195,195
2396,"Other phosphatic fertilizers, n.e.c.",196.0,196,196
2397,"Other phosphatic fertilizers, n.e.c.",197.0,197,197
2398,"Other phosphatic fertilizers, n.e.c.",198.0,198,198
2399,"Other phosphatic fertilizers, n.e.c.",199.0,199,199
2400,Potassium chloride (muriate of potash),0.0,0,0
2401,Potassium chloride (muriate of potash),1.0,1,61
2402,Potassium chloride (muriate of potash),2.0,2,122
2403,Potassium chloride (muriate of potash),3.0,3,183
2404,Potassium chloride (muriate of potash),4.0,4,244
2405,Potassium chloride (muriate of potash),5.0,5,305
2406,Potassium chloride (muriate of potash),6.0,6,366
2407,Potassium chloride (muriate of potash),7.0,7,427
2408,Potassium chloride (muriate of potash),8.0,8,488
2409,Potassium chloride (muriate of potash),9.0,9,549
2410,Potassium chloride (muriate of potash),10.0,10,610
2411,Potassium chloride (muriate of potash),11.0,11,671
2412,Potassium chloride (muriate of potash),12.0,12,732
2413,Potassium chloride (muriate of potash),13.0,13,793
2414,Potassium chloride (muriate of potash),14.0,14,854
2415,Potassium chloride (muriate of potash),15.0,15,915
2416,Potassium chloride (muriate of potash),16.0,16,976
2417,Potassium chloride (muriate of potash),17.0,17,1037
2418,Potassium chloride (muriate of potash),18.0,18,1098
2419,Potassium chloride (muriate of potash),19.0,19,1159
2420,Potassium chloride (muriate of potash),20.0,20,1220
2421,Potassium chloride (muriate of potash),21.0,21,1281
2422,Potassium chloride (muriate of potash),22.0,22,1342
2423,Potassium chloride (muriate of potash),23.0,23,1403
2424,Potassium chloride (muriate of potash),24.0,24,1464
2425,Potassium chloride (muriate of potash),25.0,25,1525
2426,Potassium chloride (muriate of potash),26.0,26,1586
2427,Potassium chloride (muriate of potash),27.0,27,1647
2428,Potassium chloride (muriate of potash),28.0,28,1708
2429,Potassium chloride (muriate of potash),29.0,29,1769
2430,Potassium chloride (muriate of potash),30.0,30,1830
2431,Potassium chloride (muriate of potash),31.0,31,1891
2432,Potassium chloride (muriate of potash),32.0,32,1952
2433,Potassium chloride (muriate of potash),33.0,33,2013
2434,Potassium chloride (muriate of potash),34.0,34,2074
2435,Potassium chloride (muriate of potash),35.0,35,2135
2436,Potassium chloride (muriate of potash),36.0,36,2196
2437,Potassium chloride (muriate of potash),37.0,37,2257
2438,Potassium chloride (muriate of potash),38.0,38,2318
2439,Potassium chloride (muriate of potash),39.0,39,2379
2440,Potassium chloride (muriate of potash),40.0,40,2440
2441,Potassium chloride (muriate of potash),41.0,41,2501
2442,Potassium chloride (muriate of potash),42.0,42,2562
2443,Potassium chloride (muriate of potash),43.0,43,2623
2444,Potassium chloride (muriate of potash),44.0,44,2684
2445,Potassium chloride (muriate of potash),45.0,45,2745
2446,Potassium chloride (muriate of potash),46.0,46,2806
2447,Potassium chloride (muriate of potash),47.0,47,2867
2448,Potassium chloride (muriate of potash),48.0,48,2928
2449,Potassium chloride (muriate of potash),49.0,49,2989
2450,Potassium chloride (muriate of potash),50.0,50,3050
2451,Potassium chloride (muriate of potash),51.0,51,3111
2452,Potassium chloride (muriate of potash),52.0,52,3172
2453,Potassium chloride (muriate of potash),53.0,53,3233
2454,Potassium chloride (muriate of potash),54.0,54,3294
2455,Potassium chloride (muriate of potash),55.0,55,3355
2456,Potassium chloride (muriate of potash),56.0,56,3416
2457,Potassium chloride (muriate of potash),57.0,57,3477
2458,Potassium chloride (muriate of potash),58.0,58,3538
2459,Potassium chloride (muriate of potash),59.0,59,3599
2460,Potassium chloride (muriate of potash),60.0,60,3660
2461,Potassium chloride (muriate of potash),61.0,61,3721
2462,Potassium chloride (muriate of potash),62.0,62,3782
2463,Potassium chloride (muriate of potash),63.0,63,3843
2464,Potassium chloride (muriate of potash),64.0,64,3904
2465,Potassium chloride (muriate of potash),65.0,65,3965
2466,Potassium chloride (muriate of potash),66.0,66,4026
2467,Potassium chloride (muriate of potash),67.0,67,4087
2468,Potassium chloride (muriate of potash),68.0,68,4148
2469,Potassium chloride (muriate of potash),69.0,69,4209
2470,Potassium chloride (muriate of potash),70.0,70,4270
2471,Potassium chloride (muriate of potash),71.0,71,4331
2472,Potassium chloride (muriate of potash),72.0,72,4392
2473,Potassium chloride (muriate of potash),73.0,73,4453
2474,Potassium chloride (muriate of potash),74.0,74,4514
2475,Potassium chloride (muriate of potash),75.0,75,4575
2476,Potassium chloride (muriate of potash),76.0,76,4636
2477,Potassium chloride (muriate of potash),77.0,77,4697
2478,Potassium chloride (muriate of potash),78.0,78,4758
2479,Potassium chloride (muriate of potash),79.0,79,4819
2480,Potassium chloride (muriate of potash),80.0,80,4880
2481,Potassium chloride (muriate of potash),81.0,81,4941
2482,Potassium chloride (muriate of potash),82.0,82,5002
2483,Potassium chloride (muriate of potash),83.0,83,5063
2484,Potassium chloride (muriate of potash),84.0,84,5124
2485,Potassium chloride (muriate of potash),85.0,85,5185
2486,Potassium chloride (muriate of potash),86.0,86,5246
2487,Potassium chloride (muriate of potash),87.0,87,5307
2488,Potassium chloride (muriate of potash),88.0,88,5368
2489,Potassium chloride (muriate of potash),89.0,89,5429
2490,Potassium chloride (muriate of potash),90.0,90,5490
2491,Potassium chloride (muriate of potash),91.0,91,5551
2492,Potassium chloride (muriate of potash),92.0,92,5612
2493,Potassium chloride (muriate of potash),93.0,93,5673
2494,Potassium chloride (muriate of potash),94.0,94,5734
2495,Potassium chloride (muriate of potash),95.0,95,5795
2496,Potassium chloride (muriate of potash),96.0,96,5856
2497,Potassium chloride (muriate of potash),97.0,97,5917
2498,Potassium chloride (muriate of potash),98.0,98,5978
2499,Potassium chloride (muriate of potash),99.0,99,6039
2500,Potassium chloride (muriate of potash),100.0,100,6100
2501,Potassium chloride (muriate of potash),101.0,101,6161
2502,Potassium chloride (muriate of potash),102.0,102,6222
2503,Potassium chloride (muriate of potash),103.0,103,6283
2504,Potassium chloride (muriate of potash),104.0,104,6344
2505,Potassium chloride (muriate of potash),105.0,105,6405
2506,Potassium chloride (muriate of potash),106.0,106,6466
2507,Potassium chloride (muriate of potash),107.0,107,6527
2508,Potassium chloride (muriate of potash),108.0,108,6588
2509,Potassium chloride (muriate of potash),109.0,109,6649
2510,Potassium chloride (muriate of potash),110.0,110,6710
2511,Potassium chloride (muriate of potash),111.0,111,6771
2512,Potassium chloride (muriate of potash),112.0,112,6832
2513,Potassium chloride (muriate of potash),113.0,113,6893
2514,Potassium chloride (muriate of potash),114.0,114,6954
2515,Potassium chloride (muriate of potash),115.0,115,7015
2516,Potassium chloride (muriate of potash),116.0,116,7076
2517,Potassium chloride (muriate of potash),117.0,117,7137
2518,Potassium chloride (muriate of potash),118.0,118,7198
2519,Potassium chloride (muriate of potash),119.0,119,7259
2520,Potassium chloride (muriate of potash),120.0,120,7320
2521,Potassium chloride (muriate of potash),121.0,121,7381
2522,Potassium chloride (muriate of potash),122.0,122,7442
2523,Potassium chloride (muriate of potash),123.0,123,7503
2524,Potassium chloride (muriate of potash),124.0,124,7564
2525,Potassium chloride (muriate of potash),125.0,125,7625
2526,Potassium chloride (muriate of potash),126.0,126,7686
2527,Potassium chloride (muriate of potash),127.0,127,7747
2528,Potassium chloride (muriate of potash),128.0,128,7808
2529,Potassium chloride (muriate of potash),129.0,129,7869
2530,Potassium chloride (muriate of potash),130.0,130,7930
2531,Potassium chloride (muriate of potash),131.0,131,7991
2532,Potassium chloride (muriate of potash),132.0,132,8052
2533,Potassium chloride (muriate of potash),133.0,133,8113
2534,Potassium chloride (muriate of potash),134.0,134,8174
2535,Potassium chloride (muriate of potash),135.0,135,8235
2536,Potassium chloride (muriate of potash),136.0,136,8296
2537,Potassium chloride (muriate of potash),137.0,137,8357
2538,Potassium chloride (muriate of potash),138.0,138,8418
2539,Potassium chloride (muriate of potash),139.0,139,8479
2540,Potassium chloride (muriate of potash),140.0,140,8540
2541,Potassium chloride (muriate of potash),141.0,141,8601
2542,Potassium chloride (muriate of potash),142.0,142,8662
2543,Potassium chloride (muriate of potash),143.0,143,8723
2544,Potassium chloride (muriate of potash),144.0,144,8784
2545,Potassium chloride (muriate of potash),145.0,145,8845
2546,Potassium chloride (muriate of potash),146.0,146,8906
2547,Potassium chloride (muriate of potash),147.0,147,8967
2548,Potassium chloride (muriate of potash),148.0,148,9028
2549,Potassium chloride (muriate of potash),149.0,149,9089
2550,Potassium chloride (muriate of potash),150.0,150,9150
2551,Potassium chloride (muriate of potash),151.0,151,9211
2552,Potassium chloride (muriate of potash),152.0,152,9272
2553,Potassium chloride (muriate of potash),153.0,153,9333
2554,Potassium chloride (muriate of potash),154.0,154,9394
2555,Potassium chloride (muriate of potash),155.0,155,9455
2556,Potassium chloride (muriate of potash),156.0,156,9516
2557,Potassium chloride (muriate of potash),157.0,157,9577
2558,Potassium chloride (muriate of potash),158.0,158,9638
2559,Potassium chloride (muriate of potash),159.0,159,9699
2560,Potassium chloride (muriate of potash),160.0,160,9760
2561,Potassium chloride (muriate of potash),161.0,161,9821
2562,Potassium chloride (muriate of potash),162.0,162,9882
2563,Potassium chloride (muriate of potash),163.0,163,9943
2564,Potassium chloride (muriate of potash),164.0,164,10004
2565,Potassium chloride (muriate of potash),165.0,165,10065
2566,Potassium chloride (muriate of potash),166.0,166,10126
2567,Potassium chloride (muriate of potash),167.0,167,10187
2568,Potassium chloride (muriate of potash),168.0,168,10248
2569,Potassium chloride (muriate of potash),169.0,169,10309
2570,Potassium chloride (muriate of potash),170.0,170,10370
2571,Potassium chloride (muriate of potash),171.0,171,10431
2572,Potassium chloride (muriate of potash),172.0,172,10492
2573,Potassium chloride (muriate of potash),173.0,173,10553
2574,Potassium chloride (muriate of potash),174.0,174,10614
2575,Potassium chloride (muriate of potash),175.0,175,10675
2576,Potassium chloride (muriate of potash),176.0,176,10736
2577,Potassium chloride (muriate of potash),177.0,177,10797
2578,Potassium chloride (muriate of potash),178.0,178,10858
2579,Potassium chloride (muriate of potash),179.0,179,10919
2580,Potassium chloride (muriate of potash),180.0,180,10980
2581,Potassium chloride (muriate of potash),181.0,181,11041
2582,Potassium chloride (muriate of potash),182.0,182,11102
2583,Potassium chloride (muriate of potash),183.0,183,11163
2584,Potassium chloride (muriate of potash),184.0,184,11224
2585,Potassium chloride (muriate of potash),185.0,185,11285
2586,Potassium chloride (muriate of potash),186.0,186,11346
2587,Potassium chloride (muriate of potash),187.0,187,11407
2588,Potassium chloride (muriate of potash),188.0,188,11468
2589,Potassium chloride (muriate of potash),189.0,189,11529
2590,Potassium chloride (muriate of potash),190.0,190,11590
2591,Potassium chloride (muriate of potash),191.0,191,11651
2592,Potassium chloride (muriate of potash),192.0,192,11712
2593,Potassium chloride (muriate of potash),193.0,193,11773
2594,Potassium chloride (muriate of potash),194.0,194,11834
2595,Potassium chloride (muriate of potash),195.0,195,11895
2596,Potassium chloride (muriate of potash),196.0,196,11956
2597,Potassium chloride (muriate of potash),197.0,197,12017
2598,Potassium chloride (muriate of potash),198.0,198,12078
2599,Potassium chloride (muriate of potash),199.0,199,12139
2600,Potassium sulphate (sulphate of potash),0.0,0,0
2601,Potassium sulphate (sulphate of potash),1.0,1,51
2602,Potassium sulphate (sulphate of potash),2.0,2,102
2603,Potassium sulphate (sulphate of potash),3.0,3,153
2604,Potassium sulphate (sulphate of potash),4.0,4,204
2605,Potassium sulphate (sulphate of potash),5.0,5,255
2606,Potassium sulphate (sulphate of potash),6.0,6,306
2607,Potassium sulphate (sulphate of potash),7.0,7,357
2608,Potassium sulphate (sulphate of potash),8.0,8,408
2609,Potassium sulphate (sulphate of potash),9.0,9,459
2610,Potassium sulphate (sulphate of potash),10.0,10,510
2611,Potassium sulphate (sulphate of potash),11.0,11,561
2612,Potassium sulphate (sulphate of potash),12.0,12,612
2613,Potassium sulphate (sulphate of potash),13.0,13,663
2614,Potassium sulphate (sulphate of potash),14.0,14,714
2615,Potassium sulphate (sulphate of potash),15.0,15,765
2616,Potassium sulphate (sulphate of potash),16.0,16,816
2617,Potassium sulphate (sulphate of potash),17.0,17,867
2618,Potassium sulphate (sulphate of potash),18.0,18,918
2619,Potassium sulphate (sulphate of potash),19.0,19,969
2620,Potassium sulphate (sulphate of potash),20.0,20,1020
2621,Potassium sulphate (sulphate of potash),21.0,21,1071
2622,Potassium sulphate (sulphate of potash),22.0,22,1122
2623,Potassium sulphate (sulphate of potash),23.0,23,1173
2624,Potassium sulphate (sulphate of potash),24.0,24,1224
2625,Potassium sulphate (sulphate of potash),25.0,25,1275
2626,Potassium sulphate (sulphate of potash),26.0,26,1326
2627,Potassium sulphate (sulphate of potash),27.0,27,1377
2628,Potassium sulphate (sulphate of potash),28.0,28,1428
2629,Potassium sulphate (sulphate of potash),29.0,29,1479
2630,Potassium sulphate (sulphate of potash),30.0,30,1530
2631,Potassium sulphate (sulphate of potash),31.0,31,1581
2632,Potassium sulphate (sulphate of potash),32.0,32,1632
2633,Potassium sulphate (sulphate of potash),33.0,33,1683
2634,Potassium sulphate (sulphate of potash),34.0,34,1734
2635,Potassium sulphate (sulphate of potash),35.0,35,1785
2636,Potassium sulphate (sulphate of potash),36.0,36,1836
2637,Potassium sulphate (sulphate of potash),37.0,37,1887
2638,Potassium sulphate (sulphate of potash),38.0,38,1938
2639,Potassium sulphate (sulphate of potash),39.0,39,1989
2640,Potassium sulphate (sulphate of potash),40.0,40,2040
2641,Potassium sulphate (sulphate of potash),41.0,41,2091
2642,Potassium sulphate (sulphate of potash),42.0,42,2142
2643,Potassium sulphate (sulphate of potash),43.0,43,2193
2644,Potassium sulphate (sulphate of potash),44.0,44,2244
2645,Potassium sulphate (sulphate of potash),45.0,45,2295
2646,Potassium sulphate (sulphate of potash),46.0,46,2346
2647,Potassium sulphate (sulphate of potash),47.0,47,2397
2648,Potassium sulphate (sulphate of potash),48.0,48,2448
2649,Potassium sulphate (sulphate of potash),49.0,49,2499
2650,Potassium sulphate (sulphate of potash),50.0,50,2550
2651,Potassium sulphate (sulphate of potash),51.0,51,2601
2652,Potassium sulphate (sulphate of potash),52.0,52,2652
2653,Potassium sulphate (sulphate of potash),53.0,53,2703
2654,Potassium sulphate (sulphate of potash),54.0,54,2754
2655,Potassium sulphate (sulphate of potash),55.0,55,2805
2656,Potassium sulphate (sulphate of potash),56.0,56,2856
2657,Potassium sulphate (sulphate of potash),57.0,57,2907
2658,Potassium sulphate (sulphate of potash),58.0,58,2958
2659,Potassium sulphate (sulphate of potash),59.0,59,3009
2660,Potassium sulphate (sulphate of potash),60.0,60,3060
2661,Potassium sulphate (sulphate of potash),61.0,61,3111
2662,Potassium sulphate (sulphate of potash),62.0,62,3162
2663,Potassium sulphate (sulphate of potash),63.0,63,3213
2664,Potassium sulphate (sulphate of potash),64.0,64,3264
2665,Potassium sulphate (sulphate of potash),65.0,65,3315
2666,Potassium sulphate (sulphate of potash),66.0,66,3366
2667,Potassium sulphate (sulphate of potash),67.0,67,3417
2668,Potassium sulphate (sulphate of potash),68.0,68,3468
2669,Potassium sulphate (sulphate of potash),69.0,69,3519
2670,Potassium sulphate (sulphate of potash),70.0,70,3570
2671,Potassium sulphate (sulphate of potash),71.0,71,3621
2672,Potassium sulphate (sulphate of potash),72.0,72,3672
2673,Potassium sulphate (sulphate of potash),73.0,73,3723
2674,Potassium sulphate (sulphate of potash),74.0,74,3774
2675,Potassium sulphate (sulphate of potash),75.0,75,3825
2676,Potassium sulphate (sulphate of potash),76.0,76,3876
2677,Potassium sulphate (sulphate of potash),77.0,77,3927
2678,Potassium sulphate (sulphate of potash),78.0,78,3978
2679,Potassium sulphate (sulphate of potash),79.0,79,4029
2680,Potassium sulphate (sulphate of potash),80.0,80,4080
2681,Potassium sulphate (sulphate of potash),81.0,81,4131
2682,Potassium sulphate (sulphate of potash),82.0,82,4182
2683,Potassium sulphate (sulphate of potash),83.0,83,4233
2684,Potassium sulphate (sulphate of potash),84.0,84,4284
2685,Potassium sulphate (sulphate of potash),85.0,85,4335
2686,Potassium sulphate (sulphate of potash),86.0,86,4386
2687,Potassium sulphate (sulphate of potash),87.0,87,4437
2688,Potassium sulphate (sulphate of potash),88.0,88,4488
2689,Potassium sulphate (sulphate of potash),89.0,89,4539
2690,Potassium sulphate (sulphate of potash),90.0,90,4590
2691,Potassium sulphate (sulphate of potash),91.0,91,4641
2692,Potassium sulphate (sulphate of potash),92.0,92,4692
2693,Potassium sulphate (sulphate of potash),93.0,93,4743
2694,Potassium sulphate (sulphate of potash),94.0,94,4794
2695,Potassium sulphate (sulphate of potash),95.0,95,4845
2696,Potassium sulphate (sulphate of potash),96.0,96,4896
2697,Potassium sulphate (sulphate of potash),97.0,97,4947
2698,Potassium sulphate (sulphate of potash),98.0,98,4998
2699,Potassium sulphate (sulphate of potash),99.0,99,5049
2700,Potassium sulphate (sulphate of potash),100.0,100,5100
2701,Potassium sulphate (sulphate of potash),101.0,101,5151
2702,Potassium sulphate (sulphate of potash),102.0,102,5202
2703,Potassium sulphate (sulphate of potash),103.0,103,5253
2704,Potassium sulphate (sulphate of potash),104.0,104,5304
2705,Potassium sulphate (sulphate of potash),105.0,105,5355
2706,Potassium sulphate (sulphate of potash),106.0,106,5406
2707,Potassium sulphate (sulphate of potash),107.0,107,5457
2708,Potassium sulphate (sulphate of potash),108.0,108,5508
2709,Potassium sulphate (sulphate of potash),109.0,109,5559
2710,Potassium sulphate (sulphate of potash),110.0,110,5610
2711,Potassium sulphate (sulphate of potash),111.0,111,5661
2712,Potassium sulphate (sulphate of potash),112.0,112,5712
2713,Potassium sulphate (sulphate of potash),113.0,113,5763
2714,Potassium sulphate (sulphate of potash),114.0,114,5814
2715,Potassium sulphate (sulphate of potash),115.0,115,5865
2716,Potassium sulphate (sulphate of potash),116.0,116,5916
2717,Potassium sulphate (sulphate of potash),117.0,117,5967
2718,Potassium sulphate (sulphate of potash),118.0,118,6018
2719,Potassium sulphate (sulphate of potash),119.0,119,6069
2720,Potassium sulphate (sulphate of potash),120.0,120,6120
2721,Potassium sulphate (sulphate of potash),121.0,121,6171
2722,Potassium sulphate (sulphate of potash),122.0,122,6222
2723,Potassium sulphate (sulphate of potash),123.0,123,6273
2724,Potassium sulphate (sulphate of potash),124.0,124,6324
