crop,n,p,k,humidity,temperature,ph
citrus,1.0,1.0,1.0,High,24.87952,79.87952
citrus,1.0,1.0,1.0,High,24.93976,79.93976
citrus,1.0,1.0,1.0,High,25.0,80.0
citrus,1.0,1.0,1.0,High,25.06024,80.06024
citrus,1.0,1.0,1.0,High,25.12048,80.12048
citrus,1.0,1.0,1.0,High,25.18072,80.18072
citrus,1.0,1.0,1.0,High,25.24096,80.24096
citrus,1.0,1.0,1.0,High,25.3012,80.3012
citrus,1.0,1.0,1.0,High,25.36145,80.36145
citrus,1.0,1.0,1.0,High,25.42169,80.42169
citrus,1.0,1.0,1.0,High,25.48193,80.48193
citrus,1.0,1.0,1.0,High,25.54217,80.54217
citrus,1.0,1.0,1.0,High,25.60241,80.60241
citrus,1.0,1.0,1.0,High,25.66265,80.66265
citrus,1.0,1.0,1.0,High,25.72289,80.72289
citrus,1.0,1.0,1.0,High,25.78313,80.78313
citrus,1.0,1.0,1.0,High,25.84337,80.84337
citrus,1.0,1.0,1.0,High,25.90361,80.90361
citrus,1.0,1.0,1.0,High,25.96386,80.96386
citrus,1.0,1.0,1.0,High,26.0241,81.0241
citrus,1.0,1.0,1.0,High,26.08434,81.08434
citrus,1.0,1.0,1.0,High,26.14458,81.14458
citrus,1.0,1.0,1.0,High,26.20482,81.20482
citrus,1.0,1.0,1.0,High,26.26506,81.26506
citrus,1.0,1.0,1.0,High,26.3253,81.3253
citrus,1.0,1.0,1.0,High,26.38554,81.38554
citrus,1.0,1.0,1.0,High,26.44578,81.44578
citrus,1.0,1.0,1.0,High,26.50602,81.50602
citrus,1.0,1.0,1.0,High,26.56627,81.56627
citrus,1.0,1.0,1.0,High,26.62651,81.62651
citrus,1.0,1.0,1.0,High,26.68675,81.68675
citrus,1.0,1.0,1.0,High,26.74699,81.74699
citrus,1.0,1.0,1.0,High,26.80723,81.80723
citrus,1.0,1.0,1.0,High,26.86747,81.86747
citrus,1.0,1.0,1.0,High,26.92771,81.92771
citrus,1.0,1.0,1.0,High,26.98795,81.98795
citrus,1.0,1.0,1.0,High,27.04819,82.04819
citrus,1.0,1.0,1.0,High,27.10843,82.10843
citrus,1.0,1.0,1.0,High,27.16867,82.16867
citrus,1.0,1.0,1.0,High,27.22892,82.22892
citrus,1.0,1.0,1.0,High,27.28916,82.28916
citrus,1.0,1.0,1.0,High,27.3494,82.3494
citrus,1.0,1.0,1.0,High,27.40964,82.40964
citrus,1.0,1.0,1.0,High,27.46988,82.46988
citrus,1.0,1.0,1.0,High,27.53012,82.53012
citrus,1.0,1.0,1.0,High,27.59036,82.59036
citrus,1.0,1.0,1.0,High,27.6506,82.6506
citrus,1.0,1.0,1.0,High,27.71084,82.71084
citrus,1.0,1.0,1.0,High,27.77108,82.77108
citrus,1.0,1.0,1.0,High,27.83133,82.83133
citrus,1.0,1.0,1.0,High,27.89157,82.89157
citrus,1.0,1.0,1.0,High,27.95181,82.95181
citrus,1.0,1.0,1.0,High,28.01205,83.01205
citrus,1.0,1.0,1.0,High,28.07229,83.07229
citrus,1.0,1.0,1.0,High,28.13253,83.13253
citrus,1.0,1.0,1.0,High,28.19277,83.19277
citrus,1.0,1.0,1.0,High,28.25301,83.25301
citrus,1.0,1.0,1.0,High,28.31325,83.31325
citrus,1.0,1.0,1.0,High,28.37349,83.37349
citrus,1.0,1.0,1.0,High,28.43373,83.43373
citrus,1.0,1.0,1.0,High,28.49398,83.49398
citrus,1.0,1.0,1.0,High,28.55422,83.55422
citrus,1.0,1.0,1.0,High,28.61446,83.61446
citrus,1.0,1.0,1.0,High,28.6747,83.6747
citrus,1.0,1.0,1.0,High,28.73494,83.73494
citrus,1.0,1.0,1.0,High,28.79518,83.79518
citrus,1.0,1.0,1.0,High,28.85542,83.85542
citrus,1.0,1.0,1.0,High,28.91566,83.91566
citrus,1.0,1.0,1.0,High,28.9759,83.9759
citrus,1.0,1.0,1.0,High,29.03614,84.03614
citrus,1.0,1.0,1.0,High,29.09639,84.09639
citrus,1.0,1.0,1.0,High,29.15663,84.15663
citrus,1.0,1.0,1.0,High,29.21687,84.21687
citrus,1.0,1.0,1.0,High,29.27711,84.27711
citrus,1.0,1.0,1.0,High,29.33735,84.33735
citrus,1.0,1.0,1.0,High,29.39759,84.39759
citrus,1.0,1.0,1.0,High,29.45783,84.45783
citrus,1.0,1.0,1.0,High,29.51807,84.51807
citrus,1.0,1.0,1.0,High,29.57831,84.57831
citrus,1.0,1.0,1.0,High,29.63855,84.63855
citrus,1.0,1.0,1.0,High,29.6988,84.6988
citrus,1.0,1.0,1.0,High,29.75904,84.75904
citrus,1.0,1.0,1.0,High,29.81928,84.81928
citrus,1.0,1.0,1.0,High,29.87952,84.87952
citrus,1.0,1.0,1.0,High,29.93976,84.93976
citrus,1.0,1.0,1.0,High,30.0,85.0
citrus,1.0,1.0,1.0,High,30.06024,85.06024
citrus,1.0,1.0,1.0,High,30.12048,85.12048
citrus,1.0,1.0,1.0,High,30.18072,85.18072
citrus,1.0,1.0,1.0,High,30.24096,85.24096
citrus,1.0,1.0,1.0,High,30.3012,85.3012
citrus,1.0,1.0,1.0,High,30.36145,85.36145
citrus,1.0,1.0,1.0,High,30.42169,85.42169
citrus,1.0,1.0,1.0,High,30.48193,85.48193
citrus,1.0,1.0,1.0,High,30.54217,85.54217
citrus,1.0,1.0,1.0,High,30.60241,85.60241
citrus,1.0,1.0,1.0,High,30.66265,85.66265
citrus,1.0,1.0,1.0,High,30.72289,85.72289
citrus,1.0,1.0,1.0,High,30.78313,85.78313
citrus,1.0,1.0,1.0,High,30.84337,85.84337
citrus,1.0,1.0,1.0,High,30.90361,85.90361
citrus,1.0,1.0,1.0,High,30.96386,85.96386
citrus,1.0,1.0,1.0,High,31.0241,86.0241
citrus,1.0,1.0,1.0,High,31.08434,86.08434
citrus,1.0,1.0,1.0,High,31.14458,86.14458
citrus,1.0,1.0,1.0,High,31.20482,86.20482
citrus,1.0,1.0,1.0,High,31.26506,86.26506
citrus,1.0,1.0,1.0,High,31.3253,86.3253
citrus,1.0,1.0,1.0,High,31.38554,86.38554
citrus,1.0,1.0,1.0,High,31.44578,86.44578
citrus,1.0,1.0,1.0,High,31.50602,86.50602
citrus,1.0,1.0,1.0,High,31.56627,86.56627
citrus,1.0,1.0,1.0,High,31.62651,86.62651
citrus,1.0,1.0,1.0,High,31.68675,86.68675
citrus,1.0,1.0,1.0,High,31.74699,86.74699
citrus,1.0,1.0,1.0,High,31.80723,86.80723
citrus,1.0,1.0,1.0,High,31.86747,86.86747
citrus,1.0,1.0,1.0,High,31.92771,86.92771
citrus,1.0,1.0,1.0,High,31.98795,86.98795
citrus,1.0,1.0,1.0,High,32.04819,87.04819
citrus,1.0,1.0,1.0,High,32.10843,87.10843
citrus,1.0,1.0,1.0,High,32.16867,87.16867
citrus,1.0,1.0,1.0,High,32.22892,87.22892
citrus,1.0,1.0,1.0,High,32.28916,87.28916
citrus,1.0,1.0,1.0,High,32.3494,87.3494
citrus,1.0,1.0,1.0,High,32.40964,87.40964
citrus,1.0,1.0,1.0,High,32.46988,87.46988
citrus,1.0,1.0,1.0,High,32.53012,87.53012
citrus,1.0,1.0,1.0,High,32.59036,87.59036
citrus,1.0,1.0,1.0,High,32.6506,87.6506
citrus,1.0,1.0,1.0,High,32.71084,87.71084
citrus,1.0,1.0,1.0,High,32.77108,87.77108
citrus,1.0,1.0,1.0,High,32.83133,87.83133
citrus,1.0,1.0,1.0,High,32.89157,87.89157
citrus,1.0,1.0,1.0,High,32.95181,87.95181
citrus,1.0,1.0,1.0,High,33.01205,88.01205
citrus,1.0,1.0,1.0,High,33.07229,88.07229
citrus,1.0,1.0,1.0,High,33.13253,88.13253
citrus,1.0,1.0,1.0,High,33.19277,88.19277
citrus,1.0,1.0,1.0,High,33.25301,88.25301
citrus,1.0,1.0,1.0,High,33.31325,88.31325
citrus,1.0,1.0,1.0,High,33.37349,88.37349
citrus,1.0,1.0,1.0,High,33.43373,88.43373
citrus,1.0,1.0,1.0,High,33.49398,88.49398
citrus,1.0,1.0,1.0,High,33.55422,88.55422
citrus,1.0,1.0,1.0,High,33.61446,88.61446
citrus,1.0,1.0,1.0,High,33.6747,88.6747
citrus,1.0,1.0,1.0,High,33.73494,88.73494
citrus,1.0,1.0,1.0,High,33.79518,88.79518
citrus,1.0,1.0,1.0,High,33.85542,88.85542
citrus,1.0,1.0,1.0,High,33.91566,88.91566
citrus,1.0,1.0,1.0,High,33.9759,88.9759
citrus,1.0,1.0,1.0,High,34.03614,89.03614
citrus,1.0,1.0,1.0,High,34.09639,89.09639
citrus,1.0,1.0,1.0,High,34.15663,89.15663
citrus,1.0,1.0,1.0,High,34.21687,89.21687
citrus,1.0,1.0,1.0,High,34.27711,89.27711
citrus,1.0,1.0,1.0,High,34.33735,89.33735
citrus,1.0,1.0,1.0,High,34.39759,89.39759
citrus,1.0,1.0,1.0,High,34.45783,89.45783
citrus,1.0,1.0,1.0,High,34.51807,89.51807
citrus,1.0,1.0,1.0,High,34.57831,89.57831
citrus,1.0,1.0,1.0,High,34.63855,89.63855
citrus,1.0,1.0,1.0,High,34.6988,89.6988
citrus,1.0,1.0,1.0,High,34.75904,89.75904
citrus,1.0,1.0,1.0,High,34.81928,89.81928
citrus,1.0,1.0,1.0,High,34.87952,89.87952
citrus,1.0,1.0,1.0,High,34.93976,89.93976
citrus,1.0,1.0,1.0,High,35.0,90.0
apple,1.0,1.0,2.0,Moderate,15.0,75.0
apple,1.0,1.0,2.0,Moderate,15.06024,75.06024
apple,1.0,1.0,2.0,Moderate,15.12048,75.12048
apple,1.0,1.0,2.0,Moderate,15.18072,75.18072
apple,1.0,1.0,2.0,Moderate,15.24096,75.24096
apple,1.0,1.0,2.0,Moderate,15.3012,75.3012
apple,1.0,1.0,2.0,Moderate,15.36145,75.36145
apple,1.0,1.0,2.0,Moderate,15.42169,75.42169
apple,1.0,1.0,2.0,Moderate,15.48193,75.48193
apple,1.0,1.0,2.0,Moderate,15.54217,75.54217
apple,1.0,1.0,2.0,Moderate,15.60241,75.60241
apple,1.0,1.0,2.0,Moderate,15.66265,75.66265
apple,1.0,1.0,2.0,Moderate,15.72289,75.72289
apple,1.0,1.0,2.0,Moderate,15.78313,75.78313
apple,1.0,1.0,2.0,Moderate,15.84337,75.84337
apple,1.0,1.0,2.0,Moderate,15.90361,75.90361
apple,1.0,1.0,2.0,Moderate,15.96386,75.96386
apple,1.0,1.0,2.0,Moderate,16.0241,76.0241
apple,1.0,1.0,2.0,Moderate,16.08434,76.08434
apple,1.0,1.0,2.0,Moderate,16.14458,76.14458
apple,1.0,1.0,2.0,Moderate,16.20482,76.20482
apple,1.0,1.0,2.0,Moderate,16.26506,76.26506
apple,1.0,1.0,2.0,Moderate,16.3253,76.3253
apple,1.0,1.0,2.0,Moderate,16.38554,76.38554
apple,1.0,1.0,2.0,Moderate,16.44578,76.44578
apple,1.0,1.0,2.0,Moderate,16.50602,76.50602
apple,1.0,1.0,2.0,Moderate,16.56627,76.56627
apple,1.0,1.0,2.0,Moderate,16.62651,76.62651
apple,1.0,1.0,2.0,Moderate,16.68675,76.68675
apple,1.0,1.0,2.0,Moderate,16.74699,76.74699
apple,1.0,1.0,2.0,Moderate,16.80723,76.80723
apple,1.0,1.0,2.0,Moderate,16.86747,76.86747
apple,1.0,1.0,2.0,Moderate,16.92771,76.92771
apple,1.0,1.0,2.0,Moderate,16.98795,76.98795
apple,1.0,1.0,2.0,Moderate,17.04819,77.04819
apple,1.0,1.0,2.0,Moderate,17.10843,77.10843
apple,1.0,1.0,2.0,Moderate,17.16867,77.16867
apple,1.0,1.0,2.0,Moderate,17.22892,77.22892
apple,1.0,1.0,2.0,Moderate,17.28916,77.28916
apple,1.0,1.0,2.0,Moderate,17.3494,77.3494
apple,1.0,1.0,2.0,Moderate,17.40964,77.40964
apple,1.0,1.0,2.0,Moderate,17.46988,77.46988
apple,1.0,1.0,2.0,Moderate,17.53012,77.53012
apple,1.0,1.0,2.0,Moderate,17.59036,77.59036
apple,1.0,1.0,2.0,Moderate,17.6506,77.6506
apple,1.0,1.0,2.0,Moderate,17.71084,77.71084
apple,1.0,1.0,2.0,Moderate,17.77108,77.77108
apple,1.0,1.0,2.0,Moderate,17.83133,77.83133
apple,1.0,1.0,2.0,Moderate,17.89157,77.89157
apple,1.0,1.0,2.0,Moderate,17.95181,77.95181
apple,1.0,1.0,2.0,Moderate,18.01205,78.01205
apple,1.0,1.0,2.0,Moderate,18.07229,78.07229
apple,1.0,1.0,2.0,Moderate,18.13253,78.13253
apple,1.0,1.0,2.0,Moderate,18.19277,78.19277
apple,1.0,1.0,2.0,Moderate,18.25301,78.25301
apple,1.0,1.0,2.0,Moderate,18.31325,78.31325
apple,1.0,1.0,2.0,Moderate,18.37349,78.37349
apple,1.0,1.0,2.0,Moderate,18.43373,78.43373
apple,1.0,1.0,2.0,Moderate,18.49398,78.49398
apple,1.0,1.0,2.0,Moderate,18.55422,78.55422
apple,1.0,1.0,2.0,Moderate,18.61446,78.61446
apple,1.0,1.0,2.0,Moderate,18.6747,78.6747
apple,1.0,1.0,2.0,Moderate,18.73494,78.73494
apple,1.0,1.0,2.0,Moderate,18.79518,78.79518
apple,1.0,1.0,2.0,Moderate,18.85542,78.85542
apple,1.0,1.0,2.0,Moderate,18.91566,78.91566
apple,1.0,1.0,2.0,Moderate,18.9759,78.9759
apple,1.0,1.0,2.0,Moderate,19.03614,79.03614
apple,1.0,1.0,2.0,Moderate,19.09639,79.09639
apple,1.0,1.0,2.0,Moderate,19.15663,79.15663
apple,1.0,1.0,2.0,Moderate,19.21687,79.21687
apple,1.0,1.0,2.0,Moderate,19.27711,79.27711
apple,1.0,1.0,2.0,Moderate,19.33735,79.33735
apple,1.0,1.0,2.0,Moderate,19.39759,79.39759
apple,1.0,1.0,2.0,Moderate,19.45783,79.45783
apple,1.0,1.0,2.0,Moderate,19.51807,79.51807
apple,1.0,1.0,2.0,Moderate,19.57831,79.57831
apple,1.0,1.0,2.0,Moderate,19.63855,79.63855
apple,1.0,1.0,2.0,Moderate,19.6988,79.6988
apple,1.0,1.0,2.0,Moderate,19.75904,79.75904
apple,1.0,1.0,2.0,Moderate,19.81928,79.81928
apple,1.0,1.0,2.0,Moderate,19.87952,79.87952
apple,1.0,1.0,2.0,Moderate,19.93976,79.93976
apple,1.0,1.0,2.0,Moderate,20.0,80.0
apple,1.0,1.0,2.0,Moderate,20.06024,80.06024
apple,1.0,1.0,2.0,Moderate,20.12048,80.12048
apple,1.0,1.0,2.0,Moderate,20.18072,80.18072
apple,1.0,1.0,2.0,Moderate,20.24096,80.24096
apple,1.0,1.0,2.0,Moderate,20.3012,80.3012
apple,1.0,1.0,2.0,Moderate,20.36145,80.36145
apple,1.0,1.0,2.0,Moderate,20.42169,80.42169
apple,1.0,1.0,2.0,Moderate,20.48193,80.48193
apple,1.0,1.0,2.0,Moderate,20.54217,80.54217
apple,1.0,1.0,2.0,Moderate,20.60241,80.60241
apple,1.0,1.0,2.0,Moderate,20.66265,80.66265
apple,1.0,1.0,2.0,Moderate,20.72289,80.72289
apple,1.0,1.0,2.0,Moderate,20.78313,80.78313
apple,1.0,1.0,2.0,Moderate,20.84337,80.84337
apple,1.0,1.0,2.0,Moderate,20.90361,80.90361
apple,1.0,1.0,2.0,Moderate,20.96386,80.96386
apple,1.0,1.0,2.0,Moderate,21.0241,81.0241
apple,1.0,1.0,2.0,Moderate,21.08434,81.08434
apple,1.0,1.0,2.0,Moderate,21.14458,81.14458
apple,1.0,1.0,2.0,Moderate,21.20482,81.20482
apple,1.0,1.0,2.0,Moderate,21.26506,81.26506
apple,1.0,1.0,2.0,Moderate,21.3253,81.3253
apple,1.0,1.0,2.0,Moderate,21.38554,81.38554
apple,1.0,1.0,2.0,Moderate,21.44578,81.44578
apple,1.0,1.0,2.0,Moderate,21.50602,81.50602
apple,1.0,1.0,2.0,Moderate,21.56627,81.56627
apple,1.0,1.0,2.0,Moderate,21.62651,81.62651
apple,1.0,1.0,2.0,Moderate,21.68675,81.68675
apple,1.0,1.0,2.0,Moderate,21.74699,81.74699
apple,1.0,1.0,2.0,Moderate,21.80723,81.80723
apple,1.0,1.0,2.0,Moderate,21.86747,81.86747
apple,1.0,1.0,2.0,Moderate,21.92771,81.92771
apple,1.0,1.0,2.0,Moderate,21.98795,81.98795
apple,1.0,1.0,2.0,Moderate,22.04819,82.04819
apple,1.0,1.0,2.0,Moderate,22.10843,82.10843
apple,1.0,1.0,2.0,Moderate,22.16867,82.16867
apple,1.0,1.0,2.0,Moderate,22.22892,82.22892
apple,1.0,1.0,2.0,Moderate,22.28916,82.28916
apple,1.0,1.0,2.0,Moderate,22.3494,82.3494
apple,1.0,1.0,2.0,Moderate,22.40964,82.40964
apple,1.0,1.0,2.0,Moderate,22.46988,82.46988
apple,1.0,1.0,2.0,Moderate,22.53012,82.53012
apple,1.0,1.0,2.0,Moderate,22.59036,82.59036
apple,1.0,1.0,2.0,Moderate,22.6506,82.6506
apple,1.0,1.0,2.0,Moderate,22.71084,82.71084
apple,1.0,1.0,2.0,Moderate,22.77108,82.77108
apple,1.0,1.0,2.0,Moderate,22.83133,82.83133
apple,1.0,1.0,2.0,Moderate,22.89157,82.89157
apple,1.0,1.0,2.0,Moderate,22.95181,82.95181
apple,1.0,1.0,2.0,Moderate,23.01205,83.01205
apple,1.0,1.0,2.0,Moderate,23.07229,83.07229
apple,1.0,1.0,2.0,Moderate,23.13253,83.13253
apple,1.0,1.0,2.0,Moderate,23.19277,83.19277
apple,1.0,1.0,2.0,Moderate,23.25301,83.25301
apple,1.0,1.0,2.0,Moderate,23.31325,83.31325
apple,1.0,1.0,2.0,Moderate,23.37349,83.37349
apple,1.0,1.0,2.0,Moderate,23.43373,83.43373
apple,1.0,1.0,2.0,Moderate,23.49398,83.49398
apple,1.0,1.0,2.0,Moderate,23.55422,83.55422
apple,1.0,1.0,2.0,Moderate,23.61446,83.61446
apple,1.0,1.0,2.0,Moderate,23.6747,83.6747
apple,1.0,1.0,2.0,Moderate,23.73494,83.73494
apple,1.0,1.0,2.0,Moderate,23.79518,83.79518
apple,1.0,1.0,2.0,Moderate,23.85542,83.85542
apple,1.0,1.0,2.0,Moderate,23.91566,83.91566
apple,1.0,1.0,2.0,Moderate,23.9759,83.9759
apple,1.0,1.0,2.0,Moderate,24.03614,84.03614
apple,1.0,1.0,2.0,Moderate,24.09639,84.09639
apple,1.0,1.0,2.0,Moderate,24.15663,84.15663
apple,1.0,1.0,2.0,Moderate,24.21687,84.21687
apple,1.0,1.0,2.0,Moderate,24.27711,84.27711
apple,1.0,1.0,2.0,Moderate,24.33735,84.33735
apple,1.0,1.0,2.0,Moderate,24.39759,84.39759
apple,1.0,1.0,2.0,Moderate,24.45783,84.45783
apple,1.0,1.0,2.0,Moderate,24.51807,84.51807
apple,1.0,1.0,2.0,Moderate,24.57831,84.57831
apple,1.0,1.0,2.0,Moderate,24.63855,84.63855
apple,1.0,1.0,2.0,Moderate,24.6988,84.6988
apple,1.0,1.0,2.0,Moderate,24.75904,84.75904
apple,1.0,1.0,2.0,Moderate,24.81928,84.81928
apple,1.0,1.0,2.0,Moderate,24.87952,84.87952
apple,1.0,1.0,2.0,Moderate,24.93976,84.93976
apple,1.0,1.0,2.0,Moderate,25.0,85.0
apple,1.0,1.0,2.0,Moderate,25.06024,85.06024
apple,1.0,1.0,2.0,Moderate,25.12048,85.12048
apple,1.0,1.0,2.0,Moderate,25.18072,85.18072
apple,1.0,1.0,2.0,Moderate,25.24096,85.24096
apple,1.0,1.0,2.0,Moderate,25.3012,85.3012
apple,1.0,1.0,2.0,Moderate,25.36145,85.36145
apple,1.0,1.0,2.0,Moderate,25.42169,85.42169
apple,1.0,1.0,2.0,Moderate,25.48193,85.48193
apple,1.0,1.0,2.0,Moderate,25.54217,85.54217
apple,1.0,1.0,2.0,Moderate,25.60241,85.60241
apple,1.0,1.0,2.0,Moderate,25.66265,85.66265
apple,1.0,1.0,2.0,Moderate,25.72289,85.72289
apple,1.0,1.0,2.0,Moderate,25.78313,85.78313
apple,1.0,1.0,2.0,Moderate,25.84337,85.84337
apple,1.0,1.0,2.0,Moderate,25.90361,85.90361
apple,1.0,1.0,2.0,Moderate,25.96386,85.96386
apple,1.0,1.0,2.0,Moderate,26.0241,86.0241
apple,1.0,1.0,2.0,Moderate,26.08434,86.08434
apple,1.0,1.0,2.0,Moderate,26.14458,86.14458
apple,1.0,1.0,2.0,Moderate,26.20482,86.20482
apple,1.0,1.0,2.0,Moderate,26.26506,86.26506
apple,1.0,1.0,2.0,Moderate,26.3253,86.3253
apple,1.0,1.0,2.0,Moderate,26.38554,86.38554
apple,1.0,1.0,2.0,Moderate,26.44578,86.44578
apple,1.0,1.0,2.0,Moderate,26.50602,86.50602
apple,1.0,1.0,2.0,Moderate,26.56627,86.56627
apple,1.0,1.0,2.0,Moderate,26.62651,86.62651
apple,1.0,1.0,2.0,Moderate,26.68675,86.68675
apple,1.0,1.0,2.0,Moderate,26.74699,86.74699
apple,1.0,1.0,2.0,Moderate,26.80723,86.80723
apple,1.0,1.0,2.0,Moderate,26.86747,86.86747
apple,1.0,1.0,2.0,Moderate,26.92771,86.92771
apple,1.0,1.0,2.0,Moderate,26.98795,86.98795
apple,1.0,1.0,2.0,Moderate,27.04819,87.04819
apple,1.0,1.0,2.0,Moderate,27.10843,87.10843
apple,1.0,1.0,2.0,Moderate,27.16867,87.16867
apple,1.0,1.0,2.0,Moderate,27.22892,87.22892
apple,1.0,1.0,2.0,Moderate,27.28916,87.28916
apple,1.0,1.0,2.0,Moderate,27.3494,87.3494
apple,1.0,1.0,2.0,Moderate,27.40964,87.40964
apple,1.0,1.0,2.0,Moderate,27.46988,87.46988
apple,1.0,1.0,2.0,Moderate,27.53012,87.53012
apple,1.0,1.0,2.0,Moderate,27.59036,87.59036
apple,1.0,1.0,2.0,Moderate,27.6506,87.6506
apple,1.0,1.0,2.0,Moderate,27.71084,87.71084
apple,1.0,1.0,2.0,Moderate,27.77108,87.77108
apple,1.0,1.0,2.0,Moderate,27.83133,87.83133
apple,1.0,1.0,2.0,Moderate,27.89157,87.89157
apple,1.0,1.0,2.0,Moderate,27.95181,87.95181
apple,1.0,1.0,2.0,Moderate,28.01205,88.01205
apple,1.0,1.0,2.0,Moderate,28.07229,88.07229
apple,1.0,1.0,2.0,Moderate,28.13253,88.13253
apple,1.0,1.0,2.0,Moderate,28.19277,88.19277
apple,1.0,1.0,2.0,Moderate,28.25301,88.25301
apple,1.0,1.0,2.0,Moderate,28.31325,88.31325
apple,1.0,1.0,2.0,Moderate,28.37349,88.37349
apple,1.0,1.0,2.0,Moderate,28.43373,88.43373
apple,1.0,1.0,2.0,Moderate,28.49398,88.49398
apple,1.0,1.0,2.0,Moderate,28.55422,88.55422
apple,1.0,1.0,2.0,Moderate,28.61446,88.61446
apple,1.0,1.0,2.0,Moderate,28.6747,88.6747
apple,1.0,1.0,2.0,Moderate,28.73494,88.73494
apple,1.0,1.0,2.0,Moderate,28.79518,88.79518
apple,1.0,1.0,2.0,Moderate,28.85542,88.85542
apple,1.0,1.0,2.0,Moderate,28.91566,88.91566
apple,1.0,1.0,2.0,Moderate,28.9759,88.9759
apple,1.0,1.0,2.0,Moderate,29.03614,89.03614
apple,1.0,1.0,2.0,Moderate,29.09639,89.09639
apple,1.0,1.0,2.0,Moderate,29.15663,89.15663
apple,1.0,1.0,2.0,Moderate,29.21687,89.21687
apple,1.0,1.0,2.0,Moderate,29.27711,89.27711
apple,1.0,1.0,2.0,Moderate,29.33735,89.33735
apple,1.0,1.0,2.0,Moderate,29.39759,89.39759
apple,1.0,1.0,2.0,Moderate,29.45783,89.45783
apple,1.0,1.0,2.0,Moderate,29.51807,89.51807
apple,1.0,1.0,2.0,Moderate,29.57831,89.57831
apple,1.0,1.0,2.0,Moderate,29.63855,89.63855
apple,1.0,1.0,2.0,Moderate,29.6988,89.6988
apple,1.0,1.0,2.0,Moderate,29.75904,89.75904
apple,1.0,1.0,2.0,Moderate,29.81928,89.81928
apple,1.0,1.0,2.0,Moderate,29.87952,89.87952
apple,1.0,1.0,2.0,Moderate,29.93976,89.93976
apple,1.0,1.0,2.0,Moderate,30.0,90.0
grapes,1.0,1.0,2.0,Moderate,15.0,75.0
grapes,1.0,1.0,2.0,Moderate,15.08032,75.08032
grapes,1.0,1.0,2.0,Moderate,15.16064,75.16064
grapes,1.0,1.0,2.0,Moderate,15.24096,75.24096
grapes,1.0,1.0,2.0,Moderate,15.32129,75.32129
grapes,1.0,1.0,2.0,Moderate,15.40161,75.40161
grapes,1.0,1.0,2.0,Moderate,15.48193,75.48193
grapes,1.0,1.0,2.0,Moderate,15.56225,75.56225
grapes,1.0,1.0,2.0,Moderate,15.64257,75.64257
grapes,1.0,1.0,2.0,Moderate,15.72289,75.72289
grapes,1.0,1.0,2.0,Moderate,15.80321,75.80321
grapes,1.0,1.0,2.0,Moderate,15.88353,75.88353
grapes,1.0,1.0,2.0,Moderate,15.96386,75.96386
grapes,1.0,1.0,2.0,Moderate,16.04418,76.04418
grapes,1.0,1.0,2.0,Moderate,16.1245,76.1245
grapes,1.0,1.0,2.0,Moderate,16.20482,76.20482
grapes,1.0,1.0,2.0,Moderate,16.28514,76.28514
grapes,1.0,1.0,2.0,Moderate,16.36546,76.36546
grapes,1.0,1.0,2.0,Moderate,16.44578,76.44578
grapes,1.0,1.0,2.0,Moderate,16.5261,76.5261
grapes,1.0,1.0,2.0,Moderate,16.60643,76.60643
grapes,1.0,1.0,2.0,Moderate,16.68675,76.68675
grapes,1.0,1.0,2.0,Moderate,16.76707,76.76707
grapes,1.0,1.0,2.0,Moderate,16.84739,76.84739
grapes,1.0,1.0,2.0,Moderate,16.92771,76.92771
grapes,1.0,1.0,2.0,Moderate,17.00803,77.00803
grapes,1.0,1.0,2.0,Moderate,17.08835,77.08835
grapes,1.0,1.0,2.0,Moderate,17.16867,77.16867
grapes,1.0,1.0,2.0,Moderate,17.249,77.249
grapes,1.0,1.0,2.0,Moderate,17.32932,77.32932
grapes,1.0,1.0,2.0,Moderate,17.40964,77.40964
grapes,1.0,1.0,2.0,Moderate,17.48996,77.48996
grapes,1.0,1.0,2.0,Moderate,17.57028,77.57028
grapes,1.0,1.0,2.0,Moderate,17.6506,77.6506
grapes,1.0,1.0,2.0,Moderate,17.73092,77.73092
grapes,1.0,1.0,2.0,Moderate,17.81124,77.81124
grapes,1.0,1.0,2.0,Moderate,17.89157,77.89157
grapes,1.0,1.0,2.0,Moderate,17.97189,77.97189
grapes,1.0,1.0,2.0,Moderate,18.05221,78.05221
grapes,1.0,1.0,2.0,Moderate,18.13253,78.13253
grapes,1.0,1.0,2.0,Moderate,18.21285,78.21285
grapes,1.0,1.0,2.0,Moderate,18.29317,78.29317
grapes,1.0,1.0,2.0,Moderate,18.37349,78.37349
grapes,1.0,1.0,2.0,Moderate,18.45382,78.45382
grapes,1.0,1.0,2.0,Moderate,18.53414,78.53414
grapes,1.0,1.0,2.0,Moderate,18.61446,78.61446
grapes,1.0,1.0,2.0,Moderate,18.69478,78.69478
grapes,1.0,1.0,2.0,Moderate,18.7751,78.7751
grapes,1.0,1.0,2.0,Moderate,18.85542,78.85542
grapes,1.0,1.0,2.0,Moderate,18.93574,78.93574
grapes,1.0,1.0,2.0,Moderate,19.01606,79.01606
grapes,1.0,1.0,2.0,Moderate,19.09639,79.09639
grapes,1.0,1.0,2.0,Moderate,19.17671,79.17671
grapes,1.0,1.0,2.0,Moderate,19.25703,79.25703
grapes,1.0,1.0,2.0,Moderate,19.33735,79.33735
grapes,1.0,1.0,2.0,Moderate,19.41767,79.41767
